post_id,url,description,create_time,digg_count,share_count,collect_count,comment_count,play_count,video_duration,hashtags,profile_username,profile_followers,is_verified,region,_search_keyword,_platforms,_match_source,_topic,_transcript
7581855141419142421,https://www.tiktok.com/@nftcomrico/video/7581855141419142421,MERCADO DE PREVISÕES 🔮 💵 Dá para ganhar dinheiro?  A resposta é: SIM!  #bitcoin #criptomoedas #prediction ,2025-12-09T13:50:23.000Z,464,64,193,30,10100,140,"bitcoin, criptomoedas, prediction",Rico,113,False,BR,polymarket desantis,polymarket,transcript,YES,"Imagine a world where your opinions about the future are worth real money. This is PolyMarket, the largest forecast market platform on the planet. Founded in 2020 by Shane Coplan, it was created with the aim of combating misinformation precisely at the time of COVID-19, making people bet on the reopening of cities. Despite the regulatory challenges that PolyMarket faced in its beginning with a $1.4 million fine by the CFTC in 2022, PolyMarket was able to raise more than $270 million from investors such as Vitalik Buterin and Peter Thiel, in addition to accurately predicting the results of the 2024 US elections. But how does this work in practice? It's simple and powerful. You can use a crypto wallet to deposit USDC on Polygon's network, or you don't even need to use crypto. And then you buy shares for binary questions, such as, does Trump win the election? You can choose yes or no. Will it rain at the Oscars? You can choose yes or no. And then each stock is worth $0 to $1, representing the probability. So, for example, if a stock is worth $0.70, the probability of that happening is 70%. And the dynamics are pure. The more people bet on one side, the price moves automatically by supply and demand, creating odds in real time. And then you can sell your shares at any time. You don't have to wait for it to happen to make a profit. And then in the end, if that bet comes true, the stock is worth $1. And if that doesn't come true, it's worth $0. And then there's hot news for those who like to farm drops. In October 2025, Polymarket's own team confirmed that there will be a Token Poly and it will be distributed to those users loyal to the platform. So if you're not interacting yet, I recommend you start. And the impact of this is huge. But that's not all. Even Bloomberg has already integrated Polymarket into its platform, which is used by more than 350,000 analysts around the world. Even Yahoo Finance itself has integrated Polymarket into its app. Platforms like NFL and NHL also participate in campaigns with Polymarket. With billion-dollar volumes, Polymarket has already proven that it fights fake news and is also responsible for directing political, sports and even cultural decisions. Polymarket is changing the way we see tomorrow in a more democratic and lucrative way. Comment here the bet that I'm going to explain how I made money with this platform."
7578856487821249805,https://www.tiktok.com/@60minutes/video/7578856487821249805,"Shayne Coplan made a risky bet when he built Polymarket in 2020. He created the platform in three months and didn’t seek regulatory approval as the law required. In 2021, the Commodity Futures Trading Commission launched an investigation. Coplan paid a penalty and could not have customers in the U.S. With the second Trump administration came a new appreciation for prediction markets. In the summer of 2025, Polymarket bought a fully licensed, legally compliant trading platform, paving the way for its U.S. customers to access the platform for the first time in three years. Today, Polymarket is valued at $9 billion. #polymarket #betting #predictionmarket #entrepreneur #politics",2025-12-01T11:54:57.000Z,10800,934,1199,173,217100,195,"polymarket, predictionmarket, entrepreneur, politics",60 Minutes,3200000,True,US,polymarket desantis,"kalshi, polymarket, prediction_market","description, hashtags, transcript",YES,"Shane Copeland made a risky bet when he built PolyMarket in 2020. He did it fast, in just three months, and didn't seek regulatory approval as the law required. His chief competitor, Kalshi, did. In 2021, the Commodity Futures Trading Commission launched an investigation into PolyMarket. Copeland cooperated and ultimately paid a penalty. It was a $1.4 million fine. And also- It was a settlement. You could not have customers in the United States. Yeah, we had to go and geoblock trading in the US and move certain operations offshore. And it wasn't, hey, you're banned from trading in the US. It's like, until you're licensed. I mean, it was breaking the law. I mean, people say breaking the law, it's like, which law, you know? So if anything, it's incompatible. It's incompatible with the law. Yeah, with the regulatory matrix that existed. The regulatory matrix was pretty clear. US customers couldn't trade on PolyMarket. But plenty continued to. All they needed was a VPN connection to mask their computer's location. In 2024, in the final weeks of the Biden administration, Copeland got a surprise visit at home from the FBI. There was a lot of yelling and banging on the door. Like knocking, this is the FBI, or like- No, like a battering ram. He wasn't arrested, but agents seized his phones and computers. But with a new administration came a new appreciation for prediction markets. In July, the government dropped its investigations. And PolyMarket was able to buy a fully licensed, legally compliant trading platform, paving the way for their US customers to bet openly. Three months ago, Copeland named Donald Trump Jr., already an advisor to Calshi, to PolyMarket's advisory board. And Trump Jr.'s 1789 capital fund invested around $10 million in the company. I think there's going to be people watching who think that you put the president's son on your advisory board to get influence, to be able to protect yourself. So it's definitely not to protect myself. I mean, look, like they invested, right? We're in this admin. This admin is very pro-innovation and pro-crypto and pro-PolyMarket, which is amazing. The admin administration. Yeah. And, you know, I need help navigating that, right? I'm a young entrepreneur. If I have people who believe in what I do, who understand how politics works and can help me, help guide me and teach me, you know, there's nothing wrong about that. Last month, PolyMarket got its biggest validation yet. The company that owns the New York Stock Exchange announced it was investing $2 billion in PolyMarket. Days later, we met Copeland on the trading floor. What's it like to see your name up there? Yeah, I love it. I love it. It's cool, man. He told us PolyMarket's data will soon be integrated into the exchange to help investors and traders get an edge. What valuation now has PolyMarket been given? $9 billion post-money valuation. $9 billion. Did you anticipate that? I mean, I didn't start it to not get here, you know? Shane Copeland is now a billionaire, at least on paper, and PolyMarket, it still hasn't made any profit. It gives away its main product, its predictions, for free and doesn't charge fees on trades. At least, not yet."
7612802391620078869,https://www.tiktok.com/@traderfinder/video/7612802391620078869,"O Polymarket é como uma ""Bolsa de Valores"" de eventos reais! 📈🌍 Diferente de apostas comuns, aqui você compra ações de previsões sobre política, esportes e economia usando cripto. ✅ Como lucrar: Se você acha que algo vai acontecer, compra a ação barata. Se o evento se confirmar, ela passa a valer US$ 1,00. ✅ Dinâmico: Você pode vender sua posição a qualquer momento para garantir lucro antes mesmo do evento acabar. ✅ Transparente: Tudo roda na rede Polygon com a segurança do dólar digital (USDC). Recentemente, a gigante dona da Bolsa de NY investiu pesado na plataforma, consolidando o  Polymarket como o termômetro de verdade do mundo! 🚀💸 #eua #ouro #petroleo #iran ",2026-03-02T23:21:32.000Z,5,,2,0,353,38,"eua, ouro, petroleo, iran",TraderFinder,1095,False,BR,polymarket desantis,polymarket,"description, transcript",YES,"If you don't follow me, look what you missed here. On February 19th, I recorded a video talking about PolyMarketing. PolyMarketing is a predictive market based on blockchain. And look what the market was already predicting. That on February 28th, the United States would start the conflicts in Iran. So, for those who followed me, managed to have a direction that the conflicts would start on the 28th, although I'm not sure, but the probability was very high. And we were able to position ourselves in gold, we were able to position ourselves in oil, which shot. And so we were able to obtain the profits that the market delivers. If you want to understand a little more about this market, and how you can have predictions in advance about what will happen, start following me there."
7601455488181669140,https://www.tiktok.com/@oncoinx2/video/7601455488181669140,Đã cấm thì đừng cố lách mà truy cập Polymarket nhé ae 🥶 #oncoinx #polymarket #banned #cam #phapluat #vipham #vietnam #chantruycap #predictionmarket  ,2026-01-31T09:29:42.000Z,1314,157,91,93,77800,67,"oncoinx, polymarket, banned, cam, phapluat, vipham, vietnam, chantruycap, predictionmarket",Oncoin X,2400000,False,VN,polymarket desantis,"polymarket, prediction_market","description, hashtags, transcript",YES,"The PolyMarket prediction platform has been blocked from all access in Vietnam. Accordingly, the images circulated from yesterday, January 30, show that the PolyMarket, the world's number one prediction market platform, has now been blocked from access in Vietnam. Some images also show the emergence of the Cybersecurity and Crime Prevention using high-tech A0-5 Police Department in the access interface, making PolyMarket seen as an online monetization platform. And all access behaviors, participation in transactions or related activities can constitute violations of Article 321 and Article 322 of the Criminal Code. As of now, most IP addresses in Vietnam are no longer accessible on this platform, and Vietnam is no exception. When there are more than 30 countries in the world adopting restrictions or banning PolyMarket for similar reasons related to piracy and illegal activities, it is not clear. Although PolyMarket is built on blockchain and often identifies itself as a prediction market, in essence, it is still a form of money laundering, predicting the outcome of an event, then receiving a reward based on the correct result. This makes the platform fall directly into piracy, violating the current Vietnamese law. Recently, this platform also appeared in a post predicting a dispute over the candidate who will be elected to the position of Vietnam's Secretary-General with a maximum amount of more than 2 million USD, which is about 52 billion VND."
7434942889752317230,https://www.tiktok.com/@dailymail/video/7434942889752317230,"An anonymous French Polymarket trader who goes only by ‘Théo’ has raked in a whopping $85 MILLION after betting tens of millions of dollars that Trump would win the election. 🤯 He was originally thought to have won  $48 million, but new research from Chainalysis has revealed he’s getting $37 million more than previously reported. 🎥 Reuters  #trump #election2024 #betting #news #politics ",2024-11-08T16:15:47.000Z,16800,485,733,245,1600000,9,"trump, election2024, news, politics",Daily Mail,26100000,True,GB,polymarket desantis,polymarket,description,YES,Thanks for watching!
7592327208501366046,https://www.tiktok.com/@cbsmornings/video/7592327208501366046,"The night before the U.S. military captured #Venezuelan dictator Nicolás #Maduro and his wife, Cilia Flores, somebody, somewhere placed an extremely well-timed bet on the prediction markets site #Polymarket. On January 2, an anonymous user bet $32,000 that the Venezuelan leader would be out of power by January 31. At 4:21 a.m. the following morning, President Trump announced that Maduro was in custody — and the user chased out, making more than $400,000. While the bettor’s identity is still unknown, lawyer Dennis Kelleher said “this particular trade really has all the hallmarks of an insider trade.” The FBI said it “declines to confirm or deny the existence of an investigation” into insider trading.",2026-01-06T19:07:51.000Z,376200,57700,30239,4537,5700000,175,"venezuelan, maduro, polymarket",CBS Mornings,3800000,True,US,polymarket desantis,"polymarket, prediction_market","description, hashtags, transcript",YES,"The night before the U.S. military captured Venezuelan dictator Nicolás Maduro and his wife, somebody, somewhere placed an extremely well-timed bet. An anonymous user on the prediction market site PolyMarket, where users can wager on nearly any topic, bet $32,000 that the Venezuelan president would be out of power by January 31st. The following morning at 4.21 a.m. Eastern, the president announced Maduro was in custody. And that user cashed out, making more than $400,000. These markets are the wildest of the Wild West. Lawyer Dennis Kelleher focuses on regulation of securities and financial markets. He's the president of Better Markets. What evidence is there that this was non-public information being used to make this bet? The facts are not known publicly yet. However, this particular trade really has all the hallmarks of an insider trade. PolyMarket and its competitors like Kelshi have recently exploded in popularity. Millions of users place bets on current events, pop culture, and now national security issues. If this was insider information, it means that somebody used the most highly classified confidential military secrets and information of the United States to place a bet, actually putting the entire operation potentially at risk. PolyMarket did not respond to our multiple requests for comment. Last year, before it gained regulatory approval in the U.S. and well before Maduro was captured, PolyMarket CEO Shane Copeland sat down with 60 Minutes. But predictive markets do rely on someone having some inside information. Yeah, I think that people going and having an edge to the market is a good thing. Obviously, you need to curate them and you need to be really clear and stringent on where the line is drawn and like sort of ethics. And we spend a lot of time on that. In the meantime, users can already bet on the next U.S. military operation. PolyMarket offers markets on another U.S. strike on Venezuela, meaning there's money to be made by the nose in the know. That's the only reason that this is a story and a real problem, because it happens to involve highly, highly classified information. So the big question is who placed this bet? And unless the better comes forward, experts are telling us because PolyMarket is an anonymous platform, you could deduce who it might have been. But there isn't a 100 percent foolproof way to prove who the account belongs to. Now, the Commodity Futures Trading Commission, the CFTC, that's the federal agency that regulates prediction markets, did not respond to our multiple requests for comment. And the FBI said it, quote, declines to confirm or deny the existence of any investigation into possible insider trading."
7608180964329557269,https://www.tiktok.com/@ali_hleewa/video/7608180964329557269,,2026-02-18T12:28:01.000Z,539,84,236,4,30600,131,,Ali Al Hleewa - علي الحليوة,44900,False,BH,polymarket desantis,polymarket,transcript,YES,"On the PolyMarket website for bribes, they have a lot of bribes Elections, attacks on a certain country, Epstein files, Trump and Biden, attacks on Iran, attacks on a certain country, on Venezuela Anything, Trump says a certain word, the president of a country will wear this thing in an interview Imagine now, they put a bet on predicting the federal result, and whether it will stabilize or decrease interest rates or increase They put a bet that if you put $1,000, you win $1,000 And I say 93%, which is nothing for sure, but 93% that it will be stabilized Because everything in the monetary policy tells you to stabilize, unless there is a shocking or something, for example, Cairo in the news may change Of course, this bet is that you put anything that you take from it, meaning a double Of course, in our religion, this is considered an adventure Anyway, what I want to say is that the stabilization of interest rates is coming, expected, but there is something that will happen today at 10 pm The statement of FOMC, which will show us the strongest behavior So they, I mean, they put this, let's say, estimate, it is still 50-50 Because you can't estimate the results of this news without going to the statement So you see all the papers give you 93%, 95%, 97% But in fact, this is not certain I just wanted to tell you that without looking at the documents, without looking at the files, without looking at the federal opinions And what is the estimate and analyze it, you will never know Even if you knew, you will have a high edge But in the end, these news that you see or go out in the market, it is very important to know what is inside it"
7570461920025709831,https://www.tiktok.com/@thecoinzone/video/7570461920025709831,GOVERNMENT SHUTDOWN ENDING SOON? POLYMARKET BETS ON NOV 20TH #cryptonews #cryptok #polymarket,2025-11-08T20:58:47.000Z,8,,1,0,428,36,"cryptonews, cryptok, polymarket",TheCoinZone,3405,False,US,polymarket ohio senate,polymarket,"description, hashtags, transcript",YES,"Knock, knock. Who's there? It's the federal government. Okay, maybe they're not knocking on your door, but they might be knocking soon on the door of the White House and federal buildings because the government shutdown might come to an end finally. As you guys probably know, hopefully, the federal government has been shut down for a couple weeks now. PolyMarket says that this shutdown will last until November 20th, so I guess we'll see what happens. But anyway, the government getting back to work and doing their jobs is super important for the crypto markets because we need market structure and we need bills to pass. We're also waiting on a ton of ETF approvals from the SEC as well. Let me know in the comments, chat. Is the government finally getting back to work or is this going to continue to go on?"
7616185849625070861,https://www.tiktok.com/@npr/video/7616185849625070861,"A federal judge in Ohio has ruled that prediction markets are evading the law, and that apps like Kalshi and Polymarket are no different than gambling. Kalshi argues it should not be regulated like a gambling operation because it’s technically a type of “futures contract,” not a gambling site. But billions of dollars are spent every week on Kalshi, where people bet on who will win the latest season of ""Survivor;"" whether Trump will say “midnight hammer,” and how many times sports announcers will say the word “foul.” Nearly $6 billion was traded in the past week on Kalshi and Polymarket — up nearly 2,000% from last year. In her ruling, Morrison wrote treating this as anything other than gambling is “absurd.” Kalshi says it plans to appeal. #NPR",2026-03-12T02:11:24.000Z,6282,266,293,149,122600,59,npr,npr,1700000,True,US,polymarket ohio senate,"kalshi, polymarket, prediction_market","description, transcript",YES,"A federal judge in Ohio has ruled that prediction markets are evading the law, and Pierre's Bobby Allen reports there are more than 20 federal lawsuits pending over the future of the betting craze. U.S. District Judge Sarah Morrison says apps like Kalshi and Polly Market are no different than gambling. Kalshi argued it should not be regulated like a gambling operation because it's technically a type of futures contract, not a gambling site. But billions of dollars are spent every week on Kalshi where people bet on who will win the latest season of Survivor, whether Trump will say Midnight Hammer, and how many times sports announcers will say the word foul. In her ruling, Morrison wrote, Treating this as anything other than gambling is absurd. Kalshi says it plans to appeal. Nearly $6 billion was traded in the past week on Kalshi and Polly Market, which is up nearly 2,000 percent from last year. Bobby Allen, NPR News. I'm Corva Coleman, NPR News. For more of today's news, be sure to like and follow us, or check out NPR News Now, wherever you listen to podcasts."
7583380272264138004,https://www.tiktok.com/@hamad_almajidi/video/7583380272264138004,أحد أشهر القصص على Polymarket لشخص فرنسي، لم يصدق الأخبار أن السباق الرئاسي سيكون مقارب. و أرسل فريق خاص لسؤال الناس في الولايات المتأرجحة لكن ليس ليسأل عن رأيهم بالفائز لأنه مقتنع أن الناس لا يقولون الحقيقة عن أنفسهم.. لكن ليسأل عن المرشح الذي يظنون أن جيرانهم سيصوتون لصالحه.. و هنا كانت المفاجأة أن الغالبية العظمى توقعوا أن يصوت الجيران لترامب بالتالي راهن على موقع Polymarket في منتصف 2024 على فوز ترامب بالرئاسة بحوالي 30$ مليون، و بعد فوز ترامب وصلت أرباحه إلى 80$ مليون ملاحظة: الموقع لا يعمل في الخليج، وهالتداول يعتبر غير جائز شرعا.. الغرض من الفيديو هو التثقيف لأن هذه المنصات يتم الاستدلال بها بشكل كبير خاصة في ما يخص الانتخابات الأمريكية و السياسة عموما ‏#Polymarket #دبي #الامارات⁩,2025-12-13T16:28:36.000Z,4423,880,2266,63,266400,67,"polymarket, دبي, الامارات",HamadAlMajidi,16800,False,ES,polymarket ohio senate,polymarket,"description, hashtags, transcript",YES,"In Washington, Mohamed Bin Salman spoke on the mic and said What he's talking about is a poly market, the biggest prediction site in the world that lets you bet on any sporting, political or global event with a yes or no system Will Trump win the elections? Will Riyadh win the round? Will the Ukrainian war end by the end of 2025? In every bet, there has to be someone else betting against you When you say yes, Riyadh will win by 40% someone else has to accept betting against you by 60% And each question has a different liquidity, depending on how people are interested in it A question about the presidential elections, for example has a liquidity of 3.5 billion dollars Of course, the possibilities change with the increase in donations If, for example, Riyadh is issued before the end of the round and you don't want to wait You can sell your bet after the possibilities have increased for your benefit The poly market today has become so huge that people resort to general guidance For example, the site predicts Trump's victory and its percentage of winning on the site increased by 95% before any state announces its results Which created a huge market today that circulates monthly in billions and continues to grow"
